"lr_pair","ligand_gene_symbol","receptor_gene_symbol","ligand_gene_id","receptor_gene_id","ligand_ensembl_protein_id","receptor_ensembl_protein_id","ligand_ensembl_gene_id","receptor_ensembl_gene_id","evidence"
"Lama1_Itgb1","Lama1","Itgb1",16772,16412,"ENSMUSP00000043957","ENSMUSP00000087457","ENSMUSG00000032796","ENSMUSG00000025809","11278916"
"Lama1_Itga2","Lama1","Itga2",16772,16398,"ENSMUSP00000043957","ENSMUSP00000053891","ENSMUSG00000032796","ENSMUSG00000015533","9688542"
"Lama1_Itga1","Lama1","Itga1",16772,109700,"ENSMUSP00000043957","ENSMUSP00000077132","ENSMUSG00000032796","ENSMUSG00000042284","9688542"
"Lama1_Itgb4","Lama1","Itgb4",16772,192897,"ENSMUSP00000043957","ENSMUSP00000102068","ENSMUSG00000032796","ENSMUSG00000020758","10842354"
"Lama1_Itga7","Lama1","Itga7",16772,16404,"ENSMUSP00000043957","ENSMUSP00000096712","ENSMUSG00000032796","ENSMUSG00000025348","11278916"
"Pmch_Mchr1","Pmch","Mchr1",110312,207911,"ENSMUSP00000044352","ENSMUSP00000126191","ENSMUSG00000035383","ENSMUSG00000050164","20582487"
"Crp_Tlr4","Crp","Tlr4",12944,21898,"ENSMUSP00000044665","ENSMUSP00000045770","ENSMUSG00000037942","ENSMUSG00000039005","20670634"
"Thbs1_Itga1","Thbs1","Itga1",21825,109700,"ENSMUSP00000044903","ENSMUSP00000077132","ENSMUSG00000040152","ENSMUSG00000042284","10446179"
"Thbs1_Vldlr","Thbs1","Vldlr",21825,22359,"ENSMUSP00000044903","ENSMUSP00000127329","ENSMUSG00000040152","ENSMUSG00000024924","18032585"
"Thbs1_Itgb1","Thbs1","Itgb1",21825,16412,"ENSMUSP00000044903","ENSMUSP00000087457","ENSMUSG00000040152","ENSMUSG00000025809","14699013,11358957"
"Thbs1_Ptprj","Thbs1","Ptprj",21825,19271,"ENSMUSP00000044903","ENSMUSP00000107121","ENSMUSG00000040152","ENSMUSG00000025314","27149518"
"Thbs1_Cd47","Thbs1","Cd47",21825,16423,"ENSMUSP00000044903","ENSMUSP00000099853","ENSMUSG00000040152","ENSMUSG00000055447","18156939,19004835,26813769"
"Thbs1_Itga2","Thbs1","Itga2",21825,16398,"ENSMUSP00000044903","ENSMUSP00000053891","ENSMUSG00000040152","ENSMUSG00000015533","9529384,10397731"
"Thbs1_Cd36","Thbs1","Cd36",21825,12491,"ENSMUSP00000044903","ENSMUSP00000131832","ENSMUSG00000040152","ENSMUSG00000002944","22553494,17416590,23640500"
"Inhbb_Acvr2b","Inhbb","Acvr2b",16324,11481,"ENSMUSP00000044918","ENSMUSP00000126108","ENSMUSG00000037035","ENSMUSG00000061393","9202237"
"Inhbb_Acvr2a","Inhbb","Acvr2a",16324,11480,"ENSMUSP00000044918","ENSMUSP00000067305","ENSMUSG00000037035","ENSMUSG00000052155","12466190"
"Clcf1_Cntfr","Clcf1","Cntfr",56708,12804,"ENSMUSP00000045562","ENSMUSP00000100026","ENSMUSG00000040663","ENSMUSG00000028444","15450249"
"Clcf1_Il6st","Clcf1","Il6st",56708,16195,"ENSMUSP00000045562","ENSMUSP00000138836","ENSMUSG00000040663","ENSMUSG00000021756","26198769"
"Fgf1_Fgfr1","Fgf1","Fgfr1",14164,14182,"ENSMUSP00000045710","ENSMUSP00000081041","ENSMUSG00000036585","ENSMUSG00000031565","23403721"
"Fgf1_Fgfr2","Fgf1","Fgfr2",14164,14183,"ENSMUSP00000045710","ENSMUSP00000112430","ENSMUSG00000036585","ENSMUSG00000030849","16597617"
"Fgf1_Fgfr3","Fgf1","Fgfr3",14164,14184,"ENSMUSP00000045710","ENSMUSP00000085122","ENSMUSG00000036585","ENSMUSG00000054252","16597617"
"Apln_Aplnr","Apln","Aplnr",30878,23796,"ENSMUSP00000046012","ENSMUSP00000053638","ENSMUSG00000037010","ENSMUSG00000044338","30736911"
"Grn_Sort1","Grn","Sort1",14824,20661,"ENSMUSP00000046340","ENSMUSP00000099692","ENSMUSG00000034708","ENSMUSG00000068747","24163244"
"Nrtn_Sdc3","Nrtn","Sdc3",18188,20970,"ENSMUSP00000046512","ENSMUSP00000065877","ENSMUSG00000039481","ENSMUSG00000025743","21200028"
"Prl3a1_Prlr","Prl3a1","Prlr",67000,19116,"ENSMUSP00000046522","ENSMUSP00000122219","ENSMUSG00000038883","ENSMUSG00000005268","28245452"
"Gc_Lrp2","Gc","Lrp2",14473,14725,"ENSMUSP00000046636","ENSMUSP00000079752","ENSMUSG00000035540","ENSMUSG00000027070","18194670"
"Il17f_Il17rc","Il17f","Il17rc",257630,171095,"ENSMUSP00000046960","ENSMUSP00000055343","ENSMUSG00000041872","ENSMUSG00000030281","26521930"
"Cxcl10_Cxcr4","Cxcl10","Cxcr4",15945,12767,"ENSMUSP00000047646","ENSMUSP00000053489","ENSMUSG00000034855","ENSMUSG00000045382","11714827"
"Cxcl10_Cxcr3","Cxcl10","Cxcr3",15945,12766,"ENSMUSP00000047646","ENSMUSP00000052444","ENSMUSG00000034855","ENSMUSG00000050232","28724396,10699158,24218476"
"Prl3b1_Prlr","Prl3b1","Prlr",18776,19116,"ENSMUSP00000047680","ENSMUSP00000122219","ENSMUSG00000038891","ENSMUSG00000005268","28245452"
"Chad_Itgb1","Chad","Itgb1",12643,16412,"ENSMUSP00000047844","ENSMUSP00000087457","ENSMUSG00000039084","ENSMUSG00000025809","24616121"
"Chad_Itga2","Chad","Itga2",12643,16398,"ENSMUSP00000047844","ENSMUSP00000053891","ENSMUSG00000039084","ENSMUSG00000015533","24616121"
"Inhba_Acvr2b","Inhba","Acvr2b",16323,11481,"ENSMUSP00000047894","ENSMUSP00000126108","ENSMUSG00000041324","ENSMUSG00000061393","9202237"
"Inhba_Acvr2a","Inhba","Acvr2a",16323,11480,"ENSMUSP00000047894","ENSMUSP00000067305","ENSMUSG00000041324","ENSMUSG00000052155","12466190"
"S100b_Fgfr1","S100b","Fgfr1",20203,14182,"ENSMUSP00000047968","ENSMUSP00000081041","ENSMUSG00000033208","ENSMUSG00000031565","21693575"
"Gdf5_Acvr1","Gdf5","Acvr1",14563,11477,"ENSMUSP00000048079","ENSMUSP00000088453","ENSMUSG00000038259","ENSMUSG00000026836","8702914"
"Gdf5_Acvr2b","Gdf5","Acvr2b",14563,11481,"ENSMUSP00000048079","ENSMUSP00000126108","ENSMUSG00000038259","ENSMUSG00000061393","9125848"
"Gdf5_Acvr2a","Gdf5","Acvr2a",14563,11480,"ENSMUSP00000048079","ENSMUSP00000067305","ENSMUSG00000038259","ENSMUSG00000052155","9125848"
"Gdf5_Bmpr2","Gdf5","Bmpr2",14563,12168,"ENSMUSP00000048079","ENSMUSP00000084701","ENSMUSG00000038259","ENSMUSG00000067336","2417380,;9125848"
"C1qa_Cd93","C1qa","Cd93",12259,17064,"ENSMUSP00000048836","ENSMUSP00000096876","ENSMUSG00000036887","ENSMUSG00000027435","10904115"
"Calm2_Grm7","Calm2","Grm7",12314,108073,"ENSMUSP00000048857","ENSMUSP00000133957","ENSMUSG00000036438","ENSMUSG00000056755","10488094"
"Calm2_Scn10a","Calm2","Scn10a",12314,20264,"ENSMUSP00000048857","ENSMUSP00000081845","ENSMUSG00000036438","ENSMUSG00000034533","16598065"
"Calm2_Cacna1c","Calm2","Cacna1c",12314,12288,"ENSMUSP00000048857","ENSMUSP00000108413","ENSMUSG00000036438","ENSMUSG00000051331","19340532"
"Calm2_Trpc5","Calm2","Trpc5",12314,22067,"ENSMUSP00000048857","ENSMUSP00000049063","ENSMUSG00000036438","ENSMUSG00000041710","15987684"
"Calm2_Kcnq3","Calm2","Kcnq3",12314,110862,"ENSMUSP00000048857","ENSMUSP00000063380","ENSMUSG00000036438","ENSMUSG00000056258","12223552"
"Ctf1_Il6st","Ctf1","Il6st",13019,16195,"ENSMUSP00000049161","ENSMUSP00000138836","ENSMUSG00000042340","ENSMUSG00000021756","9143707"
"Ucn3_Crhr1","Ucn3","Crhr1",83428,12921,"ENSMUSP00000049678","ENSMUSP00000091455","ENSMUSG00000044988","ENSMUSG00000018634","11416224,21476084"
"Efnb1_Ephb2","Efnb1","Ephb2",13641,13844,"ENSMUSP00000050716","ENSMUSP00000101472","ENSMUSG00000031217","ENSMUSG00000028664","28489485,9233799"
"Efnb1_Ephb4","Efnb1","Ephb4",13641,13846,"ENSMUSP00000050716","ENSMUSP00000106684","ENSMUSG00000031217","ENSMUSG00000029710","28408722,11114742"
"Efnb1_Epha6","Efnb1","Epha6",13641,13840,"ENSMUSP00000050716","ENSMUSP00000066734","ENSMUSG00000031217","ENSMUSG00000055540","10792438"
"Efnb1_Ephb6","Efnb1","Ephb6",13641,13848,"ENSMUSP00000050716","ENSMUSP00000110380","ENSMUSG00000031217","ENSMUSG00000029869","28408722,11114742"
"Efnb1_Epha5","Efnb1","Epha5",13641,13839,"ENSMUSP00000050716","ENSMUSP00000060646","ENSMUSG00000031217","ENSMUSG00000029245","10792438"
"Rln3_Rxfp2","Rln3","Rxfp2",212108,140498,"ENSMUSP00000051392","ENSMUSP00000067897","ENSMUSG00000045232","ENSMUSG00000053368","16411781"
"Rln3_Rxfp4","Rln3","Rxfp4",212108,242093,"ENSMUSP00000051392","ENSMUSP00000058732","ENSMUSG00000045232","ENSMUSG00000049741","14522967"
"Rln3_Rxfp1","Rln3","Rxfp1",212108,381489,"ENSMUSP00000051392","ENSMUSP00000077611","ENSMUSG00000045232","ENSMUSG00000034009","25761609"
"Rln3_Rxfp3","Rln3","Rxfp3",212108,239336,"ENSMUSP00000051392","ENSMUSP00000062741","ENSMUSG00000045232","ENSMUSG00000060735","27245781"
"Col9a1_Mag","Col9a1","Mag",12839,17136,"ENSMUSP00000051579","ENSMUSP00000139881","ENSMUSG00000026147","ENSMUSG00000036634","2446864"
"Nlgn2_Nrxn1","Nlgn2","Nrxn1",216856,18189,"ENSMUSP00000053097","ENSMUSP00000134402","ENSMUSG00000051790","ENSMUSG00000024109","8576240"
"Nlgn2_Nrxn3","Nlgn2","Nrxn3",216856,18191,"ENSMUSP00000053097","ENSMUSP00000129678","ENSMUSG00000051790","ENSMUSG00000066392","8576240"
"Nlgn2_Nrxn2","Nlgn2","Nrxn2",216856,18190,"ENSMUSP00000053097","ENSMUSP00000109089","ENSMUSG00000051790","ENSMUSG00000033768","8576240"
"Il1f9_Il1rap","Il1f9","Il1rap",215257,16180,"ENSMUSP00000053391","ENSMUSP00000093843","ENSMUSG00000044103","ENSMUSG00000022514","14734551"
"Il1f9_Il1rl2","Il1f9","Il1rl2",215257,107527,"ENSMUSP00000053391","ENSMUSP00000092630","ENSMUSG00000044103","ENSMUSG00000070942","14734551"
"Prl2c1_Prlr","Prl2c1","Prlr",666317,19116,"ENSMUSP00000053446","ENSMUSP00000122219","ENSMUSG00000062551","ENSMUSG00000005268","28245452"
"Lcn2_Lrp2","Lcn2","Lrp2",16819,14725,"ENSMUSP00000053962","ENSMUSP00000079752","ENSMUSG00000026822","ENSMUSG00000027070","16718606"
"Inhbe_Acvr2b","Inhbe","Acvr2b",16326,11481,"ENSMUSP00000053977","ENSMUSP00000126108","ENSMUSG00000047492","ENSMUSG00000061393","22710174"
"Inhbe_Acvr2a","Inhbe","Acvr2a",16326,11480,"ENSMUSP00000053977","ENSMUSP00000067305","ENSMUSG00000047492","ENSMUSG00000052155","22710174"
"Pnoc_Oprl1","Pnoc","Oprl1",18155,18389,"ENSMUSP00000054210","ENSMUSP00000071513","ENSMUSG00000045731","ENSMUSG00000027584","20180617"
"Fn1_Itgb1","Fn1","Itgb1",14268,16412,"ENSMUSP00000054499","ENSMUSP00000087457","ENSMUSG00000026193","ENSMUSG00000025809","25830530"
"Fn1_Itga2b","Fn1","Itga2b",14268,16399,"ENSMUSP00000054499","ENSMUSP00000099375","ENSMUSG00000026193","ENSMUSG00000034664","8663002"
"Fn1_Flrt2","Fn1","Flrt2",14268,399558,"ENSMUSP00000054499","ENSMUSP00000062171","ENSMUSG00000026193","ENSMUSG00000047414","24585683"
"Fn1_Col13a1","Fn1","Col13a1",14268,12817,"ENSMUSP00000054499","ENSMUSP00000101094","ENSMUSG00000026193","ENSMUSG00000058806","11956183"
"Fbln1_Itgb1","Fbln1","Itgb1",14114,16412,"ENSMUSP00000054583","ENSMUSP00000087457","ENSMUSG00000006369","ENSMUSG00000025809","2527614"
"Il18_Il18r1","Il18","Il18r1",16173,16182,"ENSMUSP00000054591","ENSMUSP00000103679","ENSMUSG00000039217","ENSMUSG00000026070","15002164,27147667"
"Il18_Il18bp","Il18","Il18bp",16173,16068,"ENSMUSP00000054591","ENSMUSP00000091685","ENSMUSG00000039217","ENSMUSG00000070427","24115947"
"Il27_Il6st","Il27","Il6st",246779,16195,"ENSMUSP00000054637","ENSMUSP00000138836","ENSMUSG00000044701","ENSMUSG00000021756","20974977"
"Qrfp_Qrfpr","Qrfp","Qrfpr",227717,229214,"ENSMUSP00000055746","ENSMUSP00000088768","ENSMUSG00000043102","ENSMUSG00000058400","30219516"
"Pcsk9_Lrp8","Pcsk9","Lrp8",100102,16975,"ENSMUSP00000055757","ENSMUSP00000102343","ENSMUSG00000044254","ENSMUSG00000028613","18675252"
"Pcsk9_Aplp2","Pcsk9","Aplp2",100102,11804,"ENSMUSP00000055757","ENSMUSP00000072428","ENSMUSG00000044254","ENSMUSG00000031996","26085104"
"Pcsk9_Vldlr","Pcsk9","Vldlr",100102,22359,"ENSMUSP00000055757","ENSMUSP00000127329","ENSMUSG00000044254","ENSMUSG00000024924","29209441"
"Pcsk9_Sort1","Pcsk9","Sort1",100102,20661,"ENSMUSP00000055757","ENSMUSP00000099692","ENSMUSG00000044254","ENSMUSG00000068747","24506872"
"Arf6_Pld1","Arf6","Pld1",11845,18805,"ENSMUSP00000055862","ENSMUSP00000113810","ENSMUSG00000044147","ENSMUSG00000027695","30944160"
"Il17c_Il17re","Il17c","Il17re",234836,57890,"ENSMUSP00000056008","ENSMUSP00000062103","ENSMUSG00000046108","ENSMUSG00000043088","21993849"
"Dscam_Dcc","Dscam","Dcc",13508,13176,"ENSMUSP00000056040","ENSMUSP00000110593","ENSMUSG00000050272","ENSMUSG00000060534","19196994"
"Igf1_Insr","Igf1","Insr",16000,16337,"ENSMUSP00000056668","ENSMUSP00000088837","ENSMUSG00000020053","ENSMUSG00000005534","31318893"
"Cd14_Itga4","Cd14","Itga4",12475,16401,"ENSMUSP00000056669","ENSMUSP00000099718","ENSMUSG00000051439","ENSMUSG00000027009","17274987"
"Cd14_Itgb1","Cd14","Itgb1",12475,16412,"ENSMUSP00000056669","ENSMUSP00000087457","ENSMUSG00000051439","ENSMUSG00000025809","17274987"
"Cd14_Tlr9","Cd14","Tlr9",12475,81897,"ENSMUSP00000056669","ENSMUSP00000082207","ENSMUSG00000051439","ENSMUSG00000045322","21078886"
"Fgf4_Fgfr1","Fgf4","Fgfr1",14175,14182,"ENSMUSP00000056752","ENSMUSP00000081041","ENSMUSG00000050917","ENSMUSG00000031565","23403721"
"Fgf4_Fgfr2","Fgf4","Fgfr2",14175,14183,"ENSMUSP00000056752","ENSMUSP00000112430","ENSMUSG00000050917","ENSMUSG00000030849","16597617,23403721"
"Fgf4_Fgfr3","Fgf4","Fgfr3",14175,14184,"ENSMUSP00000056752","ENSMUSP00000085122","ENSMUSG00000050917","ENSMUSG00000054252","16597617,23403721"
"Gnai2_Adra2b","Gnai2","Adra2b",14678,11552,"ENSMUSP00000057543","ENSMUSP00000071798","ENSMUSG00000032562","ENSMUSG00000058620","2169434"
"Gnai2_Drd2","Gnai2","Drd2",14678,13489,"ENSMUSP00000057543","ENSMUSP00000075170","ENSMUSG00000032562","ENSMUSG00000032259","10978845"
"Gnai2_C5ar1","Gnai2","C5ar1",14678,12273,"ENSMUSP00000057543","ENSMUSP00000129972","ENSMUSG00000032562","ENSMUSG00000049130","7962171"
"Hcrt_Hcrtr2","Hcrt","Hcrtr2",15171,387285,"ENSMUSP00000057578","ENSMUSP00000058230","ENSMUSG00000045471","ENSMUSG00000032360","9491897"
"Hcrt_Hcrtr1","Hcrt","Hcrtr1",15171,230777,"ENSMUSP00000057578","ENSMUSP00000112630","ENSMUSG00000045471","ENSMUSG00000028778","9491897"
"Cd24a_Selp","Cd24a","Selp",12484,20344,"ENSMUSP00000057983","ENSMUSP00000123924","ENSMUSG00000047139","ENSMUSG00000026580","8562500"
"Bdnf_Ntrk2","Bdnf","Ntrk2",12064,18212,"ENSMUSP00000057989","ENSMUSP00000078757","ENSMUSG00000048482","ENSMUSG00000055254","24714156"
"Bdnf_Bex3","Bdnf","Bex3",12064,12070,"ENSMUSP00000057989","ENSMUSP00000063039","ENSMUSG00000048482","ENSMUSG00000046432","10764727"
"Bdnf_Sort1","Bdnf","Sort1",12064,20661,"ENSMUSP00000057989","ENSMUSP00000099692","ENSMUSG00000048482","ENSMUSG00000068747","22465479"
"S100a1_Ryr1","S100a1","Ryr1",20193,20190,"ENSMUSP00000058237","ENSMUSP00000137123","ENSMUSG00000044080","ENSMUSG00000030592","30101473"
"Nxph3_Nrxn2","Nxph3","Nrxn2",104079,18190,"ENSMUSP00000058254","ENSMUSP00000109089","ENSMUSG00000046719","ENSMUSG00000033768","9856994"
"Nxph3_Nrxn1","Nxph3","Nrxn1",104079,18189,"ENSMUSP00000058254","ENSMUSP00000134402","ENSMUSG00000046719","ENSMUSG00000024109","9856994"
"Nxph3_Nrxn3","Nxph3","Nrxn3",104079,18191,"ENSMUSP00000058254","ENSMUSP00000129678","ENSMUSG00000046719","ENSMUSG00000066392","9856994"
"Ucn2_Crhr1","Ucn2","Crhr1",171530,12921,"ENSMUSP00000060405","ENSMUSP00000091455","ENSMUSG00000049699","ENSMUSG00000018634","21476084"
"Crh_Crhr1","Crh","Crhr1",12918,12921,"ENSMUSP00000061185","ENSMUSP00000091455","ENSMUSG00000049796","ENSMUSG00000018634","30109816"
"Fat4_Dchs1","Fat4","Dchs1",329628,233651,"ENSMUSP00000061836","ENSMUSP00000077574","ENSMUSG00000046743","ENSMUSG00000036862","27381226,26116661"
"Gdf6_Acvr2a","Gdf6","Acvr2a",242316,11480,"ENSMUSP00000062884","ENSMUSP00000067305","ENSMUSG00000051279","ENSMUSG00000052155","23527555"
"Gdf6_Bmpr2","Gdf6","Bmpr2",242316,12168,"ENSMUSP00000062884","ENSMUSP00000084701","ENSMUSG00000051279","ENSMUSG00000067336","23527555"
"Adam10_Epha3","Adam10","Epha3",11487,13837,"ENSMUSP00000063839","ENSMUSP00000066554","ENSMUSG00000054693","ENSMUSG00000052504","23108669"
"Adam10_Notch3","Adam10","Notch3",11487,18131,"ENSMUSP00000063839","ENSMUSP00000085016","ENSMUSG00000054693","ENSMUSG00000038146","24842903"
"Adam10_Cadm1","Adam10","Cadm1",11487,54725,"ENSMUSP00000063839","ENSMUSP00000083073","ENSMUSG00000054693","ENSMUSG00000032076","22172944"
"Artn_Sdc3","Artn","Sdc3",11876,20970,"ENSMUSP00000064521","ENSMUSP00000065877","ENSMUSG00000028539","ENSMUSG00000025743","21200028"
"Adm2_Calcrl","Adm2","Calcrl",223780,54598,"ENSMUSP00000064761","ENSMUSP00000073875","ENSMUSG00000054136","ENSMUSG00000059588","14615490"
"Wnt5a_Fzd2","Wnt5a","Fzd2",22418,57265,"ENSMUSP00000064878","ENSMUSP00000091463","ENSMUSG00000021994","ENSMUSG00000050288","24032637,19910923,25845934"
"Wnt5a_Fzd3","Wnt5a","Fzd3",22418,14365,"ENSMUSP00000064878","ENSMUSP00000115325","ENSMUSG00000021994","ENSMUSG00000007989","24032637"
"Wnt5a_Ryk","Wnt5a","Ryk",22418,20187,"ENSMUSP00000064878","ENSMUSP00000135858","ENSMUSG00000021994","ENSMUSG00000032547","15598975,16723543"
"Wnt5a_Fzd5","Wnt5a","Fzd5",22418,14367,"ENSMUSP00000064878","ENSMUSP00000067783","ENSMUSG00000021994","ENSMUSG00000045005","25845934"
"Wnt5a_Fzd7","Wnt5a","Fzd7",22418,14369,"ENSMUSP00000064878","ENSMUSP00000109884","ENSMUSG00000021994","ENSMUSG00000041075","28600110"
"Adam12_Itgb1","Adam12","Itgb1",11489,16412,"ENSMUSP00000065213","ENSMUSP00000087457","ENSMUSG00000054555","ENSMUSG00000025809","10944520"
"Adam12_Epha1","Adam12","Epha1",11489,13835,"ENSMUSP00000065213","ENSMUSP00000073099","ENSMUSG00000054555","ENSMUSG00000029859","23686306"
"Amelx_Cd63","Amelx","Cd63",11704,12512,"ENSMUSP00000065966","ENSMUSP00000100862","ENSMUSG00000031354","ENSMUSG00000025351","17708745"
"Nlgn3_Nrxn1","Nlgn3","Nrxn1",245537,18189,"ENSMUSP00000066304","ENSMUSP00000134402","ENSMUSG00000031302","ENSMUSG00000024109","8576240"
"Nlgn3_Nrxn3","Nlgn3","Nrxn3",245537,18191,"ENSMUSP00000066304","ENSMUSP00000129678","ENSMUSG00000031302","ENSMUSG00000066392","8576240"
"Nlgn3_Nrxn2","Nlgn3","Nrxn2",245537,18190,"ENSMUSP00000066304","ENSMUSP00000109089","ENSMUSG00000031302","ENSMUSG00000033768","8576240"
"Agt_Lrp2","Agt","Lrp2",11606,14725,"ENSMUSP00000066488","ENSMUSP00000079752","ENSMUSG00000031980","ENSMUSG00000027070","20966072"
"Agt_Agtr1a","Agt","Agtr1a",11606,11607,"ENSMUSP00000066488","ENSMUSP00000070958","ENSMUSG00000031980","ENSMUSG00000049115","8993843"
"Agt_Agtr1b","Agt","Agtr1b",11606,11608,"ENSMUSP00000066488","ENSMUSP00000068298","ENSMUSG00000031980","ENSMUSG00000054988","8993843"
"Agt_Agtr2","Agt","Agtr2",11606,11609,"ENSMUSP00000066488","ENSMUSP00000086592","ENSMUSG00000031980","ENSMUSG00000068122","17630322"
"Agt_Mas1","Agt","Mas1",11606,17171,"ENSMUSP00000066488","ENSMUSP00000086409","ENSMUSG00000031980","ENSMUSG00000068037","12829792"
"Slit3_Robo3","Slit3","Robo3",20564,19649,"ENSMUSP00000066857","ENSMUSP00000110690","ENSMUSG00000056427","ENSMUSG00000032128","10102268"
"Slit3_Robo2","Slit3","Robo2",20564,268902,"ENSMUSP00000066857","ENSMUSP00000112776","ENSMUSG00000056427","ENSMUSG00000052516","30389141"
"Slit3_Plxna1","Slit3","Plxna1",20564,18844,"ENSMUSP00000066857","ENSMUSP00000131840","ENSMUSG00000056427","ENSMUSG00000030084","25485759"
"Lep_Lrp2","Lep","Lrp2",16846,14725,"ENSMUSP00000067046","ENSMUSP00000079752","ENSMUSG00000059201","ENSMUSG00000027070","15131016"
"Adcyap1_Adrb3","Adcyap1","Adrb3",11516,11556,"ENSMUSP00000067057","ENSMUSP00000080162","ENSMUSG00000024256","ENSMUSG00000031489","25056115"
"Adcyap1_Ramp2","Adcyap1","Ramp2",11516,54409,"ENSMUSP00000067057","ENSMUSP00000122072","ENSMUSG00000024256","ENSMUSG00000001240","23745705"
"Lif_Lifr","Lif","Lifr",16878,16880,"ENSMUSP00000067066","ENSMUSP00000126137","ENSMUSG00000034394","ENSMUSG00000054263","11730732"
"Lif_Il6st","Lif","Il6st",16878,16195,"ENSMUSP00000067066","ENSMUSP00000138836","ENSMUSG00000034394","ENSMUSG00000021756","9716487,26187859"
"Rspo2_Znrf3","Rspo2","Znrf3",239405,407821,"ENSMUSP00000067325","ENSMUSP00000105493","ENSMUSG00000051920","ENSMUSG00000041961","26123262"
"Adam17_Aplp2","Adam17","Aplp2",11491,11804,"ENSMUSP00000067953","ENSMUSP00000072428","ENSMUSG00000052593","ENSMUSG00000031996","20139073"
"Adam17_Itgb1","Adam17","Itgb1",11491,16412,"ENSMUSP00000067953","ENSMUSP00000087457","ENSMUSG00000052593","ENSMUSG00000025809","30455686,27550917,23888051"
"Adam17_Notch2","Adam17","Notch2",11491,18129,"ENSMUSP00000067953","ENSMUSP00000078741","ENSMUSG00000052593","ENSMUSG00000027878","25918160"
"Adam17_Ghr","Adam17","Ghr",11491,14600,"ENSMUSP00000067953","ENSMUSP00000069457","ENSMUSG00000052593","ENSMUSG00000055737","14519102"
"Adam17_Erbb4","Adam17","Erbb4",11491,13869,"ENSMUSP00000067953","ENSMUSP00000114123","ENSMUSG00000052593","ENSMUSG00000062209","10744726"
"Adam17_Rhbdf2","Adam17","Rhbdf2",11491,217344,"ENSMUSP00000067953","ENSMUSP00000099317","ENSMUSG00000052593","ENSMUSG00000020806","28104813"
"Dmp1_Phex","Dmp1","Phex",13406,18675,"ENSMUSP00000068053","ENSMUSP00000078863","ENSMUSG00000029307","ENSMUSG00000057457","22339660"
"Sema5a_Met","Sema5a","Met",20356,17295,"ENSMUSP00000069024","ENSMUSP00000111103","ENSMUSG00000022231","ENSMUSG00000009376","15218527"
"Sema5a_Plxna1","Sema5a","Plxna1",20356,18844,"ENSMUSP00000069024","ENSMUSP00000131840","ENSMUSG00000022231","ENSMUSG00000030084","21835343"
"Fgf7_Fgfr1","Fgf7","Fgfr1",14178,14182,"ENSMUSP00000069681","ENSMUSP00000081041","ENSMUSG00000027208","ENSMUSG00000031565","23403721,16597617"
"Fgf7_Fgfr2","Fgf7","Fgfr2",14178,14183,"ENSMUSP00000069681","ENSMUSP00000112430","ENSMUSG00000027208","ENSMUSG00000030849","16597617,23403721"
"Fgf7_Fgfr3","Fgf7","Fgfr3",14178,14184,"ENSMUSP00000069681","ENSMUSP00000085122","ENSMUSG00000027208","ENSMUSG00000054252","16597617"
"Cthrc1_Fzd3","Cthrc1","Fzd3",68588,14365,"ENSMUSP00000070018","ENSMUSP00000115325","ENSMUSG00000054196","ENSMUSG00000007989","18606138"
"Alkal2_Alk","Alkal2","Alk",100294583,11682,"ENSMUSP00000070037","ENSMUSP00000083840","ENSMUSG00000054204","ENSMUSG00000055471","26630010"
"Tg_Lrp2","Tg","Lrp2",21819,14725,"ENSMUSP00000070239","ENSMUSP00000079752","ENSMUSG00000053469","ENSMUSG00000027070","10702280,9492085"
"Ntng1_Lrrc4c","Ntng1","Lrrc4c",80883,241568,"ENSMUSP00000072397","ENSMUSP00000131795","ENSMUSG00000059857","ENSMUSG00000050587","14595443"
"Prl7c1_Prlr","Prl7c1","Prlr",67505,19116,"ENSMUSP00000072712","ENSMUSP00000122219","ENSMUSG00000060738","ENSMUSG00000005268","28245452"
"Postn_Itgb1","Postn","Itgb1",50706,16412,"ENSMUSP00000072773","ENSMUSP00000087457","ENSMUSG00000027750","ENSMUSG00000025809","27234502"
"Cxcl12_Itga4","Cxcl12","Itga4",20315,16401,"ENSMUSP00000072800","ENSMUSP00000099718","ENSMUSG00000061353","ENSMUSG00000027009","29301984"
"Cxcl12_Oprm1","Cxcl12","Oprm1",20315,18390,"ENSMUSP00000072800","ENSMUSP00000101236","ENSMUSG00000061353","ENSMUSG00000000766","17049756"
"Cxcl12_Itgb1","Cxcl12","Itgb1",20315,16412,"ENSMUSP00000072800","ENSMUSP00000087457","ENSMUSG00000061353","ENSMUSG00000025809","29301984"
"Prl3d3_Prlr","Prl3d3","Prlr",215029,19116,"ENSMUSP00000073286","ENSMUSP00000122219","ENSMUSG00000062201","ENSMUSG00000005268","28245452"
"Nrg1_Erbb3","Nrg1","Erbb3",211323,13867,"ENSMUSP00000073546","ENSMUSP00000080716","ENSMUSG00000062991","ENSMUSG00000018166","29636067"
"Nrg1_Erbb4","Nrg1","Erbb4",211323,13869,"ENSMUSP00000073546","ENSMUSP00000114123","ENSMUSG00000062991","ENSMUSG00000062209","19632177,16978839,17432114"
"Sema3e_Plxna1","Sema3e","Plxna1",20349,18844,"ENSMUSP00000073612","ENSMUSP00000131840","ENSMUSG00000063531","ENSMUSG00000030084","11239433"
